# mydata1.csv
ID, 動物占いに出てくる好きな動物, 動物占いの結果の動物, 誕生月, セロリ嗜好, 所持金の増加（差）, 所持金の増加（比）
aa83988848, ひつじ, たぬき, 5, 嫌い, 3192, 1.01
